year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status,UID,age_category,listing_instance,birth_year,ca_updated,el_updated,early_life,career
2015,3,1533,1.2 B,Auerbach,Alan,Alan Auerbach,1970-01-01,45.0,Male,United States,United States,Los Angeles,Medicine,Medicine,,,True,,Alan Auerbach1970.0,41-50,First,1970.0,True,True,"Alan J. Auerbach (born in 1951) is an American economist. He is currently the director of the Robert D. Burch Center for Tax Policy and Public Finance at the University of California, Berkeley. He received his undergraduate degree in economics and mathematics from Yale University and earned his Ph.D. in economics at Harvard University and was an assistant and then an associate professor at Harvard. He was then a professor of law and economics at the University of Pennsylvania.Auerbach is a fellow of the American Academy of Arts and Sciences and of the Econometric Society. He was the Deputy Chief of Staff of the U.S. Joint Committee on Taxation in 1992.He is the author of many articles, books, and reviews. He is the past, or present, editor of six journals including the Journal of Economic Literature, American Economic Review, National Tax Journal, and International Tax and Public Finance.","Alan J. Auerbach (born in 1951) is an American economist. He is currently the director of the Robert D. Burch Center for Tax Policy and Public Finance at the University of California, Berkeley. He received his undergraduate degree in economics and mathematics from Yale University and earned his Ph.D. in economics at Harvard University and was an assistant and then an associate professor at Harvard. He was then a professor of law and economics at the University of Pennsylvania.Auerbach is a fellow of the American Academy of Arts and Sciences and of the Econometric Society. He was the Deputy Chief of Staff of the U.S. Joint Committee on Taxation in 1992.He is the author of many articles, books, and reviews. He is the past, or present, editor of six journals including the Journal of Economic Literature, American Economic Review, National Tax Journal, and International Tax and Public Finance."
2006,3,645,1.2 B,,,Alan Casden,1946-02-14,60.0,,United States,United States,Beverly Hills,,Real Estate,,,False,,Alan Casden1946.0,51-60,First,1946.0,True,True,"Casden was raised in a Jewish family, the son of a liquor wholesaler. He was bar mitzvahed at the Wilshire Boulevard Temple where he remains a member today. Casden began his academic career as history major, but he was drawn into finance and accounting classes and eventually switched his educational focus to accounting. Casden enrolled at the University of Southern California as a sophomore after his freshman year at UCLA and graduated cum laude from USC's Leventhal School of Accounting in 1968,  earning a Bachelor of Science and a Masters in Business Administration from USC.","Casden was raised in a Jewish family, the son of a liquor wholesaler. He was bar mitzvahed at the Wilshire Boulevard Temple where he remains a member today. Casden began his academic career as history major, but he was drawn into finance and accounting classes and eventually switched his educational focus to accounting. Casden enrolled at the University of Southern California as a sophomore after his freshman year at UCLA and graduated cum laude from USC's Leventhal School of Accounting in 1968,  earning a Bachelor of Science and a Masters in Business Administration from USC."
2001,7,182,2.5 B,,,Alan Gerry,1929-12-24,72.0,,United States,United States,Liberty,,Media and Entertainment,,,False,,Alan Gerry1929.0,60+,First,1929.0,True,True,"Gerry was born to a Jewish family in Liberty, New York, the son of immigrants from Russia. His father was a frozen food distributor. After high school, he joined the U.S. Marine Corps where he was placed in the electronics program and afterward he studied television repair on the G.I. Bill.","Gerry was born to a Jewish family in Liberty, New York, the son of immigrants from Russia. His father was a frozen food distributor. After high school, he joined the U.S. Marine Corps where he was placed in the electronics program and afterward he studied television repair on the G.I. Bill."
2010,3,556,1.8 B,Howard,Alan,Alan Howard,1963-09-01,47.0,Male,United Kingdom,United Kingdom,London,,Investments,,,False,,Alan Howard1963.0,41-50,First,1963.0,True,True,"Alan Howard may refer to:

Alan Howard (actor) (1937–2015), English actor
Alan Howard (cricketer) (1909–1993), English cricketer
Alan Howard (engineer) (1905–1966), American engineer
Alan Howard (hedge fund manager) (born 1963), hedge fund manager
Alan Howard (nutritionist) (1929–2020), English nutritionist
Alan Howard (dancer) (1931–2003), American ballet dancer, choreographer and teacher
Alan Howard (Coronation Street)
Alan Howard (artist), artist; see List of public art in Reading, Berkshire
Alan Howard (born 1941), English musician, original member of The Tremeloes","Alan Howard may refer to:

Alan Howard (actor) (1937–2015), English actor
Alan Howard (cricketer) (1909–1993), English cricketer
Alan Howard (engineer) (1905–1966), American engineer
Alan Howard (hedge fund manager) (born 1963), hedge fund manager
Alan Howard (nutritionist) (1929–2020), English nutritionist
Alan Howard (dancer) (1931–2003), American ballet dancer, choreographer and teacher
Alan Howard (Coronation Street)
Alan Howard (artist), artist; see List of public art in Reading, Berkshire
Alan Howard (born 1941), English musician, original member of The Tremeloes"
2021,4,2263,1.3 B,Miller,Alan,Alan Miller,1937-08-17,84.0,Male,United States,United States,Lower Merion,Healthcare,Healthcare,,,True,,Alan Miller1937.0,60+,First,1937.0,True,True,"Alan Miller may refer to:

Alan Miller (game designer), American video game designer
Alan Miller (footballer) (1970–2021), English football goalkeeper
Alan Miller (American football) (born 1937), former American football fullback
Alan Miller (journalist) (born 1954), American journalist
Alan Miller (football coach) (1925–2000), Australian rules football coach
Alan B. Miller (born 1937), businessman and founder of Universal Health Services, Inc.
Alan Miller, songwriter on the 2003 album The Mavericks","Alan Miller may refer to:

Alan Miller (game designer), American video game designer
Alan Miller (footballer) (1970–2021), English football goalkeeper
Alan Miller (American football) (born 1937), former American football fullback
Alan Miller (journalist) (born 1954), American journalist
Alan Miller (football coach) (1925–2000), Australian rules football coach
Alan B. Miller (born 1937), businessman and founder of Universal Health Services, Inc.
Alan Miller, songwriter on the 2003 album The Mavericks"
2017,3,1290,1.6 B,Trefler,Alan N.,Alan N. Trefler,1956-03-10,61.0,Male,United States,United States,Brookline,Technology,Technology,,,True,,Alan N. Trefler1956.0,60+,First,1956.0,True,True,page not found,page not found
2014,3,1540,1.05 B,Rydge,Alan,Alan Rydge,1952-06-24,62.0,Male,Australia,Australia,Sydney,Real Estate,Real Estate,,,True,,Alan Rydge1952.0,60+,First,1952.0,True,True,"EVT Ltd (Entertainment, Ventures, Travel) is an Australian company which operates cinemas, hotels, restaurants and resorts in Australia, New Zealand and Germany.
It owns Event Cinemas, BCC Cinemas and CineStar, as well as golf courses and the ski resort Thredbo.  Hotels owned by the group include the Rydges, QT and Atura brands.
The company was formerly called Amalgamated Holdings Limited and, from 2015, Event Hospitality and Entertainment. It is listed on the Australian Securities Exchange with a market capitalisation of more than $2 billion as of early 2023.","EVT Ltd (Entertainment, Ventures, Travel) is an Australian company which operates cinemas, hotels, restaurants and resorts in Australia, New Zealand and Germany.
It owns Event Cinemas, BCC Cinemas and CineStar, as well as golf courses and the ski resort Thredbo.  Hotels owned by the group include the Rydges, QT and Atura brands.
The company was formerly called Amalgamated Holdings Limited and, from 2015, Event Hospitality and Entertainment. It is listed on the Australian Securities Exchange with a market capitalisation of more than $2 billion as of early 2023."
2018,3,1284,1.9 B,Trefler,Alan,Alan Trefler,1956-03-10,62.0,Male,United States,United States,Brookline,Technology,Technology,,,True,Increased,Alan Trefler1956.0,60+,First,1956.0,True,True,"Alan Trefler was born to a Jewish family in 1956 in Boston, Massachusetts, the son of Dorothy (née Pugatch) and Eric Trefler. Trefler was raised in Brookline, Massachusetts with his brother Leon. His mother, a daughter of immigrants from Eastern Europe, worked as a schoolteacher. His father, a Holocaust survivor who came to the United States from Poland after World War II, owned and operated Trefler's, a restorer of art and furniture. This business is still family owned and operating as of 2021. Working at his family's store while young and starting to play chess around the age of seven, Trefler would later become high school chess champion of Massachusetts and win various regional competitions. He graduated from Brookline High School in 1973. Trefler went on to Dartmouth College, where he studied economics and computer science and remained active in chess. At the age of 19, in 1975 he tied for first place in the World Open Chess Championship in New York with grandmaster Pal Benko. Also at Dartmouth, he was the winner of the John G. Kemeny prize in computing. He graduated with a BS in 1977.","Alan Trefler was born to a Jewish family in 1956 in Boston, Massachusetts, the son of Dorothy (née Pugatch) and Eric Trefler. Trefler was raised in Brookline, Massachusetts with his brother Leon. His mother, a daughter of immigrants from Eastern Europe, worked as a schoolteacher. His father, a Holocaust survivor who came to the United States from Poland after World War II, owned and operated Trefler's, a restorer of art and furniture. This business is still family owned and operating as of 2021. Working at his family's store while young and starting to play chess around the age of seven, Trefler would later become high school chess champion of Massachusetts and win various regional competitions. He graduated from Brookline High School in 1973. Trefler went on to Dartmouth College, where he studied economics and computer science and remained active in chess. At the age of 19, in 1975 he tied for first place in the World Open Chess Championship in New York with grandmaster Pal Benko. Also at Dartmouth, he was the winner of the John G. Kemeny prize in computing. He graduated with a BS in 1977."
2023,4,1804,1.6 B,Wilson,Alan,Alan Wilson,1940-10-28,83.0,Male,Australia,Australia,Melbourne,Fashion & Retail,Fashion and Retail,,,False,,Alan Wilson1940.0,60+,First,1940.0,True,True,"Alan, Allan, or Allen Wilson may refer to:","Alan, Allan, or Allen Wilson may refer to:"
2020,4,1851,1.1 B,Zekelman,Alan,Alan Zekelman,1962-10-01,58.0,Male,Canada,United States,Bloomfield Hills,Manufacturing,Manufacturing,,,False,,Alan Zekelman1962.0,51-60,First,1962.0,True,True,page not found,page not found
2021,4,2674,1.0 B,Avdolyan,Albert,Albert Avdolyan,1970-11-08,51.0,Male,Russia,Russia,Moscow,Energy,Energy,,,True,,Albert Avdolyan1970.0,51-60,First,1970.0,True,True,"Albert Alikovich Avdolyan (born November 8, 1970) is a Russian investor, businessman and philanthropist. Founder of Yota company, which became the first LTE operator in Russia. Core assets: A-Property Company, ELSI, “New Home” Fund, Yakut Fuel and Energy Company.","Albert Alikovich Avdolyan (born November 8, 1970) is a Russian investor, businessman and philanthropist. Founder of Yota company, which became the first LTE operator in Russia. Core assets: A-Property Company, ELSI, “New Home” Fund, Yakut Fuel and Energy Company."
2015,3,1533,1.2 B,Berner,Albert,Albert Berner,1935-07-12,80.0,Male,Germany,Germany,Kuenzelsau,Manufacturing,Manufacturing,,,True,,Albert Berner1935.0,60+,First,1935.0,True,True,page not found,page not found
2014,3,1210,1.4 B,Blokker,Albert,Albert Blokker,1946-01-01,68.0,Male,Belgium,,,Retail,Retail,,Entrepreneur,False,,Albert Blokker1946.0,60+,First,1946.0,True,True,page not found,page not found
2001,7,490,1.0 B,,,Albert Frere,1926-02-04,75.0,,Belgium,Belgium,Charleroi,,Investments,,,False,,Albert Frere1926.0,60+,First,1926.0,True,True,Frère grew up as a son of a nail merchant and helped in the business since an early age. His father died when Frère was 17; Frère had to leave school and run the family business by himself.,Frère grew up as a son of a nail merchant and helped in the business since an early age. His father died when Frère was 17; Frère had to leave school and run the family business by himself.
